technique,technique_label,image,label,confidence_score,best_gt_iou,matched_gt_index,reason,roi_id,seed_roi_id,source_roi_ids,x,y,width,height
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.10284048456097786,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,6,6,310.0,935.0,117.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.0704323200464656,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,13,13,216.0,656.0,7.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.05539831647713408,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,12,12,162.0,379.0,11.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.05391998799175186,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,11,11,197.0,923.0,13.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.04111099523159804,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,5,5,219.0,775.0,69.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.03345903263990412,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,8,8,456.0,915.0,102.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.029784503744344906,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS15,7,7,406.0,385.0,112.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.013485885494077364,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS16,3,3,266.0,657.0,151.0,106.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.010339602240291158,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS17,17,17,422.0,487.0,91.0,90.0
nms,NMS,5314_0269274371_04_WRI-R2_F010.PNG,FP,0.0073165556290858995,0.11057121951379495,0,no_gt_match_or_lower_confidence_on_same_gt,NMS18,1,1,278.0,367.0,179.0,126.0
nms,NMS,5325_0444985290_01_WRI-R2_F005.png,TP,0.5707913869823369,0.565874925423981,0,matched_gt_highest_confidence,NMS1,1,1,261.0,419.0,91.0,90.0
nms,NMS,5325_0444985290_01_WRI-R2_F005.png,FP,0.03350212158549605,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,3,227.0,230.0,74.0,90.0
nms,NMS,5325_0444985290_01_WRI-R2_F005.png,FP,0.002385634511307082,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,306.0,569.0,58.0,90.0
nms,NMS,5325_0444985290_01_WRI-R2_F005.png,FP,0.001434765431061847,0.1317586559123299,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,247.0,352.0,75.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.5942981130526298,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,2,2,244.0,461.0,136.0,96.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.17060340029656357,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,284.0,344.0,117.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.08589635706304818,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,9,9,282.0,292.0,91.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.06065704313577162,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,252.0,713.0,130.0,92.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.04147195243486911,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,8,8,413.0,297.0,41.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,TP,0.007613359692577415,0.5350051216635029,0,matched_gt_highest_confidence,NMS6,3,3,244.0,604.0,120.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.006003730100966218,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,282.0,379.0,91.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.005701658327287853,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,254.0,804.0,120.0,90.0
nms,NMS,5332_0567714023_02_WRI-L2_F011.PNG,FP,0.0017306834935652503,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,7,7,256.0,401.0,91.0,90.0
nms,NMS,5333_1015227899_01_WRI-R2_F010.PNG,TP,0.9999979999075042,0.7308347426842444,0,matched_gt_highest_confidence,NMS1,1,"1,3",218.0,355.0,96.0,90.0
nms,NMS,5333_1015227899_01_WRI-R2_F010.PNG,FP,0.009214287736087984,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,226.0,475.0,78.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.855771205833212,0.08602548309259522,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,9,9,223.0,631.0,91.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,TP,0.7990292756184395,0.5262593667232927,0,matched_gt_highest_confidence,NMS2,12,12,229.0,574.0,91.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.14064132719660496,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,197.0,444.0,134.0,94.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.08153361821147845,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,13,13,226.0,305.0,91.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.07865420474333414,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,8,8,188.0,782.0,7.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.068379777616272,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,7,7,369.0,862.0,14.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.05441317105982609,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,182.0,536.0,7.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.02900660267892455,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,4,4,147.0,332.0,170.0,118.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.017581377068559147,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,3,3,197.0,714.0,134.0,94.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.007322015167876929,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,11,11,181.0,427.0,91.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.005718934595114855,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,10,10,219.0,421.0,91.0,90.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.0020723298988901853,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,5,5,197.0,800.0,145.0,102.0
nms,NMS,5337_0874269007_02_WRI-R2_F012.PNG,FP,0.0006994053508059269,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,1,1,192.0,896.0,156.0,110.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,TP,0.9878408024465669,0.6895177008754315,0,matched_gt_highest_confidence,NMS1,5,5,179.0,724.0,118.0,90.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,IGNORE,0.9809281846053045,0.5944926716685113,0,overlap_ge_ignore_iou_with_found_gt,NMS2,11,11,208.0,701.0,91.0,90.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.7001118911894718,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,174.0,456.0,152.0,106.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.4429357261043697,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,"2,9",169.0,348.0,146.0,102.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.22573906919083922,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,4,4,244.0,316.0,181.0,126.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.06825032615354391,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,1,1,163.0,570.0,141.0,98.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.04697915220432414,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,7,7,383.0,409.0,7.0,90.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.019792122011561115,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,6,6,172.0,824.0,96.0,90.0
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.013085759236805172,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,8,"8,10",202.0,517.0,91.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.6186816265170917,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,11,11,340.0,727.0,156.0,110.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.42876349879862613,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,360.0,614.0,137.0,96.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,TP,0.347991446936859,0.5040434474058044,0,matched_gt_highest_confidence,NMS3,5,5,180.0,429.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,IGNORE,0.28692895397536394,0.4748929132554676,0,overlap_ge_ignore_iou_with_found_gt,NMS4,15,15,290.0,449.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.23493454597455754,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,2,83.0,737.0,118.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.1537123738647121,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,14,14,150.0,639.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.08301367306204178,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,19,19,98.0,365.0,11.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.07782580999195234,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,10,10,160.0,309.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.07513227388133968,0.1445735368370738,0,no_gt_match_or_lower_confidence_on_same_gt,NMS9,7,7,200.0,539.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.06360890634963147,0.0030012997902247552,0,no_gt_match_or_lower_confidence_on_same_gt,NMS10,22,22,409.0,569.0,91.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.0487972217249742,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,3,3,92.0,293.0,139.0,98.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.04748198078831843,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,24,24,411.0,680.0,91.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.04153763350855365,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,6,6,260.0,309.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.03781013742551609,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,18,18,72.0,461.0,7.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.03590687843308475,0.10353591413017485,0,no_gt_match_or_lower_confidence_on_same_gt,NMS15,9,9,380.0,482.0,143.0,100.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.03451656070006552,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS16,8,8,230.0,729.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.02922240835511812,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS17,13,13,130.0,729.0,181.0,126.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.0131638905607814,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS18,17,17,19.0,787.0,39.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.012928178419462736,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS19,23,23,79.0,251.0,91.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.010465775312636151,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS20,4,4,370.0,331.0,147.0,102.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.006256995016580274,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS21,16,16,61.0,517.0,120.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.005843022144116723,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS22,21,21,423.0,274.0,91.0,90.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.002596453003159263,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS23,20,20,38.0,704.0,131.0,92.0
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.000621038113447212,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS24,1,1,50.0,619.0,151.0,106.0
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,TP,0.9751620132747175,0.6175055499338942,0,matched_gt_highest_confidence,NMS1,6,6,187.0,402.0,91.0,90.0
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,FP,0.5151218279766415,0.18717757929727194,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,"3,7",153.0,345.0,103.0,90.0
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,IGNORE,0.19360977737802856,0.46025544691413617,0,overlap_ge_ignore_iou_with_found_gt,NMS3,1,1,167.0,445.0,106.0,90.0
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,FP,0.039009504651020786,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,165.0,545.0,83.0,90.0
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,FP,0.006378843442593922,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,"5,4",179.0,255.0,91.0,90.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,TP,0.9540237199829393,0.6107388867853354,0,matched_gt_highest_confidence,NMS1,6,6,216.0,315.0,91.0,90.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,FP,0.18602332945331732,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,196.0,475.0,102.0,90.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,FP,0.1694155094102917,0.1399124390112626,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,209.0,365.0,95.0,90.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,FP,0.03509654785430596,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,3,3,234.0,189.0,146.0,102.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,FP,0.0020503430428652123,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,5,288.0,161.0,91.0,90.0
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,FP,0.0017706468780122144,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,4,4,246.0,168.0,91.0,90.0
nms,NMS,5376_1092312623_01_WRI-L1_M008.PNG,TP,0.6770159677438908,0.5250161925145664,0,matched_gt_highest_confidence,NMS1,1,1,249.0,321.0,134.0,94.0
nms,NMS,5376_1092312623_01_WRI-L1_M008.PNG,FP,0.07849569441364863,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,3,180.0,325.0,2.0,90.0
nms,NMS,5376_1092312623_01_WRI-L1_M008.PNG,FP,0.06275075558992174,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,272.0,269.0,66.0,90.0
nms,NMS,5376_1092312623_01_WRI-L1_M008.PNG,FP,0.01557161797593869,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,122.0,434.0,14.0,90.0
nms,NMS,5376_1092312623_01_WRI-L1_M008.PNG,FP,0.0009043438761586986,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,5,310.0,225.0,59.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,IGNORE,0.9507086781721843,0.45138826249107167,0,overlap_ge_ignore_iou_with_found_gt,NMS1,8,8,239.0,473.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,TP,0.7072828066388521,0.6609020570060065,0,matched_gt_highest_confidence,NMS2,11,11,220.0,503.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.3292789206563678,0.11995970879126823,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,209.0,425.0,133.0,94.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.07649641156314459,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,6,6,352.0,915.0,22.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.07229015225116797,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,9,9,227.0,860.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.03641915846413507,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,13,13,177.0,955.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.027349738351371885,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,7,"7,3",235.0,627.0,93.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.020398752540941496,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,230.0,837.0,107.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.013676681523811877,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,2,2,236.0,747.0,102.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.009091959478240746,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,12,12,244.0,370.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.002722051860922204,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,10,10,213.0,343.0,91.0,90.0
nms,NMS,5379_0388426289_02_WRI-L2_M009.png,FP,0.0008830950315888868,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,4,4,197.0,955.0,133.0,94.0
nms,NMS,5381_0723559946_01_WRI-L1_F008.PNG,TP,0.6680750367911659,0.5246772627725264,0,matched_gt_highest_confidence,NMS1,1,1,245.0,291.0,115.0,90.0
nms,NMS,5381_0723559946_01_WRI-L1_F008.PNG,FP,0.11426693477158231,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,149.0,821.0,61.0,90.0
nms,NMS,5381_0723559946_01_WRI-L1_F008.PNG,FP,0.10213313336783791,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,373.0,782.0,13.0,90.0
nms,NMS,5381_0723559946_01_WRI-L1_F008.PNG,FP,0.041269628260708194,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,168.0,358.0,34.0,90.0
nms,NMS,5381_0723559946_01_WRI-L1_F008.PNG,FP,0.003317309944240498,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,263.0,831.0,107.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.6474832683287683,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,5,5,157.0,310.0,144.0,100.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.5629465698236632,0.13835492112891373,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,240.0,517.0,181.0,126.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.4202704739561183,0.11926861442458943,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,194.0,535.0,117.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.059907688838253675,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,12,12,158.0,300.0,91.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.051033255159965596,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,8,8,360.0,595.0,122.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,TP,0.035583044913261266,0.5594871515219939,0,matched_gt_highest_confidence,NMS6,9,9,204.0,605.0,91.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.033966844040082225,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,10,10,451.0,427.0,27.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.02460799017382759,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,13,13,192.0,752.0,91.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.019097783147720662,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,11,11,353.0,277.0,91.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.010400905574461949,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,1,1,180.0,437.0,181.0,126.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.00868216885939699,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,6,6,240.0,307.0,181.0,126.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.007892797181608808,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,7,7,390.0,745.0,98.0,90.0
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.0004571817587910242,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,3,3,290.0,437.0,181.0,126.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,TP,0.9039845451349431,0.5571748739610171,0,matched_gt_highest_confidence,NMS1,3,3,360.0,602.0,138.0,96.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.8826025344095545,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,370.0,375.0,115.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.6067878673095349,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,6,255.0,765.0,106.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.38087392435684203,0.04107215231986498,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,5,5,237.0,625.0,124.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.17152115595862796,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,16,16,408.0,691.0,91.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.1577857592836011,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,9,"9,15",390.0,835.0,123.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.13654475462021212,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,10,10,228.0,522.0,13.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.05721120004692901,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,12,12,217.0,323.0,16.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.056381892953421844,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,8,8,230.0,425.0,101.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.04369179215225035,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,14,14,437.0,325.0,91.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.03881598730430452,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,11,11,366.0,419.0,91.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.025603970852163798,0.1940331457686991,0,no_gt_match_or_lower_confidence_on_same_gt,NMS12,1,1,270.0,527.0,181.0,126.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.02038406675970377,0.08938382528538039,0,no_gt_match_or_lower_confidence_on_same_gt,NMS13,13,13,418.0,531.0,91.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.010737823465743842,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,17,17,442.0,940.0,91.0,90.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.004396263604774062,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS15,7,7,340.0,722.0,166.0,116.0
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,FP,0.0007340788988910171,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS16,2,2,350.0,477.0,151.0,106.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,TP,0.9205528455922091,0.5442645718738973,0,matched_gt_highest_confidence,NMS1,3,3,175.0,605.0,107.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.16867197464539113,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,187.0,725.0,72.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.12966990571563794,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,192.0,371.0,139.0,98.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.07721375434356077,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,303.0,921.0,7.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.0753712506012374,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,10,10,333.0,340.0,91.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.0267210591652795,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,5,5,188.0,925.0,67.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.01694851470967501,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,1,"1,7",171.0,505.0,120.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.016845711761706367,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,6,6,210.0,398.0,92.0,90.0
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,FP,0.00042806503894182274,0.089381084629251,0,no_gt_match_or_lower_confidence_on_same_gt,NMS9,9,9,208.0,527.0,91.0,90.0
nms,NMS,5466_1178121802_02_WRI-L2_M013.png,FP,0.8795027174898864,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,5,5,212.0,265.0,119.0,90.0
nms,NMS,5466_1178121802_02_WRI-L2_M013.png,TP,0.8381430952101652,0.5290342366225296,0,matched_gt_highest_confidence,NMS2,12,12,212.0,620.0,91.0,90.0
nms,NMS,5466_1178121802_02_WRI-L2_M013.png,FP,0.6799626641738515,0.04071599454263,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,200.0,521.0,141.0,98.0
